candidate_id,geometry_hash,topology,N,H_nm,L_nm,C_nm,M,effective_center_nm,spectral_peak_nm,spectral_FWHM_nm,T448,T450,T453,edge_stability,normal_to_40_60_ratio,FAB_pass,PERF_pass,combined_pass,layer_count,total_thickness_nm,pareto_view_name,candidate_role_suggestion
EX_N4_L78_H44_C157,c6383a62d07b9b6f79ef5a25dd6f7f290baedc4ac1f7f0c70f990aadb90294c8,Explicit,4,44,78,157,,157.0,447.0,1.5,0.540637601076201,0.11623771616919895,0.032489299536385366,0.032489299536385366,13.024565143975634,false,false,false,17,1133.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L78_H44_C158,78518809c6c964434ba8bdb6b89537ca3646e98964a008822f9a501b9d7fdad5,Explicit,4,44,78,158,,158.0,448.5,1.5,0.7708037693994524,0.2574732217586436,0.04880638175279732,0.04880638175279732,26.115070322725032,false,false,false,17,1134.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L78_H44_C161,fe9f7027401a7f5f7ded6c57e87f363100737030b08cb5946b6d589e61570e95,Explicit,4,44,78,161,,161.0,451.5,1.5,0.0701109621485479,0.2621890793505066,0.36406012186758946,0.0701109621485479,68.65633254159467,false,false,false,17,1137.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L79_H44_C153,4f105f83a0ab8b63dfae94eddf9d9781a5bf20a10d0ab6f976cae010feba95f7,Explicit,4,44,79,153,,153.0,443.5,1.5,0.051907334708312006,0.025982480108248565,0.012911849955747259,0.012911849955747259,3.955441222622883,false,false,false,17,1137.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L79_H44_C154,615445a33b53ab2bbaf0306a09b31b1550a8fbe8749eab3f9b1d125b48267e28,Explicit,4,44,79,154,,154.0,445.0,1.5,0.09000994642060321,0.03780442561563885,0.016586466068063212,0.016586466068063212,5.499086258994252,false,false,false,17,1138.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L79_H44_C157,4a9e9a85afc9e1a901e47d0395f2bbfe44be859080f56d78ddb0285a1b5a5663,Explicit,4,44,79,157,,157.0,448.0,1.5,0.810485787414237,0.23040638253639642,0.04592966424643134,0.04592966424643134,26.59329605218361,false,false,false,17,1141.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L79_H44_C158,16d9a3c7a9b4771a4da42d580f8ab52bb26b24f9da174fac9fe3761f5ad20169,Explicit,4,44,79,158,,158.0,449.5,1.5,0.35428706188351544,0.5975550195973125,0.07508047000780325,0.07508047000780325,63.43759222578169,false,false,false,17,1142.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L80_H44_C153,a077f5ec891a394700ad77300be8270e6a61decaf44a0cce8b1841ca81df6b7b,Explicit,4,44,80,153,,153.0,444.5,1.5,0.08387205335446599,0.03602826834224536,0.01599758422634831,0.01599758422634831,5.89681907465617,false,false,false,17,1145.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L80_H44_C154,5683566bd73595fa1920934402d1f113a672a5e765bd1c0b484a813e3d44263b,Explicit,4,44,80,154,,154.0,446.0,1.5,0.16873432727680598,0.056276305994647904,0.021205878356477012,0.021205878356477012,8.701621213202836,false,false,false,17,1146.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L80_H44_C157,9a2f82662083d20cff774f5f0c54401788cfa52ded46a6b2e46f1f8a7b2bab7d,Explicit,4,44,80,157,,157.0,449.0,1.5,0.40173622138577847,0.5355095276131436,0.07017781412458451,0.07017781412458451,63.54762205672361,false,false,false,17,1149.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L80_H44_C158,504b270267121bf803cb56ab97a117ac22436f26759de96bb45203a797925aa1,Explicit,4,44,80,158,,158.0,450.5,1.5,0.16128424747059045,0.7809281823397115,0.1295120600397474,0.1295120600397474,114.85278020595277,false,false,false,17,1150.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L81_H44_C153,95d4a17f74580a66cba8e77200ce049ec9892231ae17657535def18f721ca2fc,Explicit,4,44,81,153,,153.0,445.5,1.5,0.1548219521596751,0.05342068152974132,0.02048218916099427,0.02048218916099427,9.231793604205876,false,false,false,17,1153.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L81_H44_C154,f212ec7d10e63955d4a576fd1c3d6a10caf13a4ac76b2c0482857cda277a0792,Explicit,4,44,81,154,,154.0,447.0,1.5,0.3794772638273777,0.09224677037979664,0.028254124007570533,0.028254124007570533,14.829726108373611,false,false,false,17,1154.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L81_H44_C158,a2f9b7db3d65c57e894f5f35a9dcbbcd62d20898c1552e6a0784e8cf5883aa8a,Explicit,4,44,81,158,,158.0,451.5,1.5,0.08807570800254674,0.3689891954325211,0.26238447198693415,0.08807570800254674,101.89987659412931,false,false,false,17,1158.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L82_H44_C154,f0dda4a5281530c0b882eec6a275a65aefb42393f76afb1c48446d972b299541,Explicit,4,44,82,154,,154.0,448.0,1.5,0.8002629319721601,0.1736772566192987,0.03968845183194558,0.03968845183194558,28.281992795363852,false,false,false,17,1162.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L82_H44_C158,70326858f39daefac3ade69b25bc69316e3ff8a6339b8c95ff5b80240c98681e,Explicit,4,44,82,158,,158.0,452.5,1.5,0.05508163143140469,0.16906529905780826,0.6039709083944937,0.05508163143140469,95.66751733468885,false,false,false,17,1166.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L76_H45_C152,312e698c374156c9aa5a24748652777836221764b0abfbb0cc964fa835265bef,Explicit,4,45,76,152,,152.0,443.0,1.5,0.03697771125733432,0.020416099563587947,0.010973890302634052,0.010973890302634052,2.808396625467818,false,false,false,17,1120.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L76_H45_C155,1201e584e90b7d6637d158875983b824de0fecdbcfe1c20f227cd0248f666214,Explicit,4,45,76,155,,155.0,446.0,1.5,0.2273539058080946,0.06764903548768761,0.023923435723048905,0.023923435723048905,8.046202732992272,false,false,false,17,1123.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L76_H45_C156,82cd2f7238f5da9840483c46eef2b89b0cd27c6d5d37ead776ccc0503591a9d4,Explicit,4,45,76,156,,156.0,447.5,1.5,0.596766515745405,0.1251086254279572,0.03378269198261859,0.03378269198261859,13.7450170557832,false,false,false,17,1124.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L76_H45_C159,cc21fd53c94ab285a6ab3524ace0c404333408f3cf55f8fa22606a1ae9efd35b,Explicit,4,45,76,159,,159.0,450.5,1.5,0.12429850365398953,0.6220014962523239,0.16669469575476395,0.12429850365398953,88.34094371874943,false,false,false,17,1127.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L76_H45_C160,7cb648f8383244b6b16423c731b6aa0b648531ab8fbec93808447c4fb37cfb2b,Explicit,4,45,76,160,,160.0,452.0,1.5,0.0666539772406421,0.24089451492050362,0.39929046935559803,0.0666539772406421,67.46037837873129,false,false,false,17,1128.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L77_H45_C152,58a91e67dad244b3750341424c937522724fd13c8ad3b77b07871ec5d8cb7316,Explicit,4,45,77,152,,152.0,444.0,1.5,0.05483504122654964,0.02697781963581343,0.013230157933823863,0.013230157933823863,4.0516061841341635,false,false,false,17,1128.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L77_H45_C155,5d87c78e54a31d3cb9a8b02f547acc8c695c54bb828ffeb12b0eb573ec296c7d,Explicit,4,45,77,155,,155.0,447.0,1.5,0.5313563788856822,0.11451035081058654,0.03198187907730696,0.03198187907730696,14.30612554537487,false,false,false,17,1131.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L77_H45_C156,5ed7c32f2ad3bdd4e39b8b4f241a015d8e5875e7e294cbb11527b2139c9e9a38,Explicit,4,45,77,156,,156.0,448.5,1.5,0.7783856698768522,0.2526256097729881,0.04798860683462333,0.04798860683462333,28.54305830257683,false,false,false,17,1132.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L77_H45_C160,599fe5f49eb69bbc54fe7895a6beee0cdc224bf11130238f31911cf81d592542,Explicit,4,45,77,160,,160.0,453.0,1.5,0.04316590588082364,0.11918844044019475,0.8017742702480517,0.04316590588082364,53.77627098555032,false,false,false,17,1136.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L78_H45_C152,46416886c0a01cd699fddc6a26a71949805b17cddd0eccad259e875c6726012b,Explicit,4,45,78,152,,152.0,445.0,1.5,0.08950652569855297,0.0375471157779535,0.016398500504985154,0.016398500504985154,6.058384822449887,false,false,false,17,1136.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L78_H45_C155,c6a01ab5d89d8f2607e47c74fb3308c8837fa1b4f3ba3cf3629614af42915f35,Explicit,4,45,78,155,,155.0,448.0,1.5,0.8147875222722392,0.2266722518753166,0.04527401080552822,0.04527401080552822,28.95080394479834,false,false,false,17,1139.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L78_H45_C156,450147cdcdc3943e441b65efa3d6e9d40f7a62436fb9705ffddf68ead2ece3fc,Explicit,4,45,78,156,,156.0,449.5,1.5,0.3622150346342634,0.5874432783672326,0.07387035490799088,0.07387035490799088,68.8086057346656,false,false,false,17,1140.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L79_H45_C152,133d90601e4df6ba7738eb3775304888d9c92658662c2e0cdfb7494e18a2467f,Explicit,4,45,79,152,,152.0,446.0,1.5,0.16778485791495565,0.055989032276059864,0.021014101678129497,0.021014101678129497,9.52985609936502,false,false,false,17,1144.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L79_H45_C156,c062f1254cf0885e8cabf586bed3e2ddcd1258a753a74962dae5a7d3165347a9,Explicit,4,45,79,156,,156.0,450.5,1.5,0.16479146859131988,0.7877740009767716,0.12739812917105525,0.12739812917105525,125.52941384692113,false,false,false,17,1148.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L80_H45_C152,e96e288af9b6c6ea36572e86b693cf41171ad69e9f63efa0c6b6b52d43d5937d,Explicit,4,45,80,152,,152.0,447.0,1.5,0.3767681179650655,0.09189372830314037,0.02806215513006413,0.02806215513006413,16.14449481411959,false,false,false,17,1152.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L80_H45_C156,5abfb9391d741373dbbc6b94a0fc8c6ae0fa882723a1209c16fec2a281dd2bef,Explicit,4,45,80,156,,156.0,451.5,1.5,0.08994146713834555,0.377072209426126,0.25778213132770583,0.08994146713834555,111.68039623760139,false,false,false,17,1156.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L81_H45_C152,2e3502a9bd5d01b956a47c56c6d57df9216f2a47e6c3cc95ce5bd2d097934a9b,Explicit,4,45,81,152,,152.0,448.0,1.5,0.7971670954591519,0.17308956954787025,0.039505467558131065,0.039505467558131065,30.593424281642154,false,false,false,17,1160.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L81_H45_C156,3f890717a04b2863cd5c14623951d11a35f2100d5dc2b03c1200a7d42695d491,Explicit,4,45,81,156,,156.0,452.5,1.5,0.056270269750871155,0.17270172766897296,0.5946001617671741,0.056270269750871155,103.5802784453089,false,false,false,17,1164.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L82_H45_C152,15a9d3f9887575ad169f3e5a95d5851c474298fa9b3f8c20150ce713ab41ecfe,Explicit,4,45,82,152,,152.0,449.0,1.5,0.5860862254724443,0.38878076192532507,0.05966886814515719,0.05966886814515719,67.86996931591055,false,false,false,17,1168.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L76_H46_C153,533210ee74379f736d3a2a1919857f7a2d334e91a30a4c0c5bf1c2ffd6aa18a4,Explicit,4,46,76,153,,153.0,447.0,1.5,0.5261544071981902,0.11406052910258908,0.03181316270159509,0.03181316270159509,15.665509269561735,false,false,false,17,1129.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L76_H46_C154,aca2ebcc4ed455bfbc0974e17717d734563656110d8d9267c501f39a56d922a6,Explicit,4,46,76,154,,154.0,448.5,1.5,0.7849378840309094,0.25015908802711684,0.04765890885782148,0.04765890885782148,31.05918135975598,false,false,false,17,1130.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L76_H46_C158,1782959ecfabbffb23534efff3870b924b33aa9a9d33f24f6be153f496401e2c,Explicit,4,46,76,158,,158.0,453.0,1.5,0.044122875771336695,0.12177598423495303,0.7959575023840144,0.044122875771336695,59.074273587500414,false,false,false,17,1134.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L76_H46_C162,1c4f9fdde880f3b759bb97af1cf20067e9f5da1a134a035f2a8859886212bf1f,Explicit,4,46,76,162,,162.0,457.0,1.5,0.01223378384979783,0.020208947852860086,0.05847701787093755,0.01223378384979783,4.681075190113704,false,false,false,17,1138.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L77_H46_C154,3eb092de085d3fbc42136955a562678092866aed7724c474037a70b462a02fa8,Explicit,4,46,77,154,,154.0,449.5,1.5,0.370973520501353,0.580875056411676,0.07343937904668021,0.07343937904668021,74.16584635459867,false,false,false,17,1138.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L77_H46_C158,36012bc34afc91a211ee700f986158f8ebe9c1748b06570e1d30fa844ca6326e,Explicit,4,46,77,158,,158.0,454.0,1.5,0.0309744783116997,0.07074210115388735,0.5862966709530228,0.0309744783116997,30.375142338297305,false,false,false,17,1142.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L78_H46_C154,d7f954f84d60409c96cd4017a324e0e38d9c9a6de3c7d62d7ec908909faa57aa,Explicit,4,46,78,154,,154.0,450.0,1.5,0.16909800281046533,0.7931388501370293,0.1266834762723421,0.1266834762723421,135.58256890786922,false,false,false,17,1146.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L78_H46_C158,0eabdf181e564caca2e7dcfdd66bd0b4e7c66e66c1a6fbfeb475ec0cdde36d66,Explicit,4,46,78,158,,158.0,455.0,1.5,0.023059227271168367,0.0460272565902864,0.255705204044929,0.023059227271168367,17.32259158265836,false,false,false,17,1150.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L79_H46_C154,f1a9b964eefa0293bbed9b04755fc95fb39d255c118f69d723e85372c69d541c,Explicit,4,46,79,154,,154.0,451.0,1.5,0.09235240273818777,0.3853947972682714,0.25602762681638547,0.09235240273818777,121.07361202177142,false,false,false,17,1154.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L80_H46_C154,10af64a4e1d7481b31bd6b315667210d5107913c74ba01bef7ecaf8152479798,Explicit,4,46,80,154,,154.0,452.0,1.5,0.05783876335035669,0.17694088811529493,0.5897688181961575,0.05783876335035669,110.74999234874223,false,false,false,17,1162.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L81_H46_C154,384ae12f7758497dce8e638570ea1447bbb47d25d8629323a6ff3af648299f34,Explicit,4,46,81,154,,154.0,453.5,1.5,0.03983473460260636,0.09698608037913194,0.7967150397856841,0.03983473460260636,64.90843908767306,false,false,false,17,1170.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L76_H47_C152,2ff52e5de4bf3deee351aab0a9d2cd1b260663bc8d1c0a3d8200eb10ebd66465,Explicit,4,47,76,152,,152.0,449.0,1.5,0.37878177742527475,0.5802701881815592,0.07395505827108875,0.07395505827108875,79.80520190827771,false,false,false,17,1136.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L76_H47_C156,6af07629f8bda7dc72229fdc0d7fb7d31e15e4c657994cc94b54c8b1e44ba022,Explicit,4,47,76,156,,156.0,453.5,1.5,0.03196805567570503,0.07280475889166084,0.5975416251820302,0.03196805567570503,32.926922463323,false,false,false,17,1140.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L77_H47_C152,d1e10714097a2d99531616f57c8f1d701ae68bac597e493d3bc7e79a9b20bfea,Explicit,4,47,77,152,,152.0,450.0,1.5,0.17359181687863115,0.7957661569623353,0.127739789435583,0.127739789435583,144.8799644390191,false,false,false,17,1144.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L77_H47_C156,b4f44c18870f71f7f604d3612721f06cf723bf9817da869088917943225f5ef7,Explicit,4,47,77,156,,156.0,454.5,1.5,0.023838971588445515,0.047417587188166556,0.2624478870700727,0.023838971588445515,18.71307548456838,false,false,false,17,1148.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L78_H47_C152,705c9f79ee5d61475abfeeef49f2137756bf1a7048de680eaf77033e8229da41,Explicit,4,47,78,152,,152.0,451.0,1.5,0.09506923763465452,0.3921488602218314,0.2580852909580047,0.09506923763465452,129.6624087861546,false,false,false,17,1152.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L79_H47_C152,41125ba7d41b9ef140e335fb31016bd5788ad625a5ac14f7281c98edba7fbcc2,Explicit,4,47,79,152,,152.0,452.0,1.5,0.059677792936755084,0.18114206605547126,0.5917641795074328,0.059677792936755084,116.78478214753744,false,false,false,17,1160.0,topology=Explicit|N=4:fwhm_vs_layer_count,coverage_probe
EX_N4_L76_H42_C152,e48b85e3ee3a5db892a448b1ef7b24e54a50dca579e0a34aff873642e0533491,Explicit,4,42,76,152,,152.0,433.0,1.5,0.005345233859070018,0.004442144626665232,0.0035652252594652483,0.0035652252594652483,0.2753899122231541,false,false,false,17,1096.0,topology=Explicit|N=4:fwhm_vs_total_thickness,coverage_probe
EX_N5_L82_H44_C156,de94924fb5e7b91b8258bfc2fccb6699435361f92af41ed37f0c06695a6f6641,Explicit,5,44,82,156,,156.0,450.10000000000343,0.7261202521319774,0.0232081294313831,0.7658637321724764,0.013252984709068764,0.013252984709068764,358.57277821372196,false,true,true,21,1416.0,topology=Explicit|N=5:fwhm_vs_T450,performance_anchor
EX_N5_L78_H45_C157,12d73e9dd66f0015b75edb3a99f0f11fad8f2159a23369e1b8bdcb381cd7f6a2,Explicit,5,45,78,157,,157.0,450.5,0.0,0.017274800952125163,0.37217546453132105,0.016004630876194335,0.016004630876194335,199.78768559217113,false,false,false,21,1387.0,topology=Explicit|N=5:fwhm_vs_T450,coverage_probe
EX_N5_L80_H45_C155,95a41d8554f9b6a0068ac134967458bb2eced6c27f36dbb7131f73b8c5e80419,Explicit,5,45,80,155,,155.0,450.0,0.5,0.021152991738631523,0.6375129293773938,0.013961055627156466,0.013961055627156466,282.2558852169324,false,false,false,21,1405.0,topology=Explicit|N=5:fwhm_vs_T450,coverage_probe
EX_N5_L81_H45_C154,e20c7785c7178ff5112b9b3246a52c1725afcb09719ea4a0935e6d5b671c9f48,Explicit,5,45,81,154,,154.0,450.10000000000343,0.7300826721127578,0.023669689051729642,0.7685517237618347,0.013269931908315916,0.013269931908315916,413.31640333557306,false,true,true,21,1414.0,topology=Explicit|N=5:fwhm_vs_T450,performance_anchor
EX_N5_L82_H45_C153,ea49cc1ef359dc96fc8cda90010b76865399ae2599999ac08b6d21072da82274,Explicit,5,45,82,153,,153.0,450.0000000000034,0.7398955758785064,0.026598425485898525,0.8337421340912039,0.012781944178061338,0.012781944178061338,454.7310224496281,false,false,false,21,1423.0,topology=Explicit|N=5:fwhm_vs_T450,coverage_probe
EX_N5_L80_H43_C161,0f7ff28730a9b4e4550093c69a9105db4e5660f2abc3ae51d5a87805e5198a6e,Explicit,5,43,80,161,,161.0,450.5,0.0,0.017081594602619675,0.36336943575989944,0.016591332798449807,0.016591332798449807,133.84226080096482,false,false,false,21,1391.0,topology=Explicit|N=5:fwhm_vs_edge_stability,coverage_probe
EX_N5_L76_H42_C154,3daf08443ebd72a701a5f4790bd9ae629584317bcfda1cef8a7cef07f9686b9e,Explicit,5,42,76,154,,154.0,435.5,0.0,0.0007527285227971465,0.0006110181800296354,0.00048299252599794676,0.00048299252599794676,0.03502131132121939,false,false,false,21,1334.0,topology=Explicit|N=5:fwhm_vs_layer_count,coverage_probe
EX_N5_L76_H42_C155,3bfc077728dc2c48a4bc2d9e56d86987f010d78d9b9625d2f38b5ed21cb021e1,Explicit,5,42,76,155,,155.0,436.5,0.0,0.0009010556185737348,0.000711946919023391,0.0005468462599129567,0.0005468462599129567,0.041010138062782774,false,false,false,21,1335.0,topology=Explicit|N=5:fwhm_vs_layer_count,coverage_probe
EX_N5_L76_H42_C159,a01b64712b73d5edb18e42627552cc3dc29e4b3c955b9d76c83a0dd6c7f6e06e,Explicit,5,42,76,159,,159.0,441.0,0.0,0.0023430861257529743,0.0015456397808474597,0.0009981543334817255,0.0009981543334817255,0.08874964172642694,false,false,false,21,1339.0,topology=Explicit|N=5:fwhm_vs_layer_count,coverage_probe
EX_N5_L76_H42_C160,38365d6b7e40e5bc03ec48ba2536fe0d6548f0d327f3907f07722f99572178a2,Explicit,5,42,76,160,,160.0,442.0,0.0,0.0032751021794202254,0.001993270960178053,0.0012021901871228035,0.0012021901871228035,0.11338399267533499,false,false,false,21,1340.0,topology=Explicit|N=5:fwhm_vs_layer_count,coverage_probe
EX_N5_L77_H42_C154,a5474702c66fc4a26cc7347364aa5444c42f32c1ceb483da91966d82af8a7c10,Explicit,5,42,77,154,,154.0,436.5,0.0,0.0008491510907238858,0.0006690952550798008,0.0005110785140713133,0.0005110785140713133,0.05424807516257911,false,false,false,21,1344.0,topology=Explicit|N=5:fwhm_vs_layer_count,coverage_probe
EX_N5_L77_H42_C155,fade61e12168b5a2327bea1da4a778676bed6502c9e9c5e97510dc0cf165c669,Explicit,5,42,77,155,,155.0,437.5,0.0,0.001034262998490714,0.0007896319099408956,0.0005837396883020419,0.0005837396883020419,0.06410454372333516,false,false,false,21,1345.0,topology=Explicit|N=5:fwhm_vs_layer_count,coverage_probe
EX_N5_L77_H42_C159,af6b5512cba99c44d8d0933de13f36b4c63c5ed002c2d01df5530bd6462c91d6,Explicit,5,42,77,159,,159.0,442.0,0.0,0.003052193856602136,0.0018626510141398361,0.0011213427636140075,0.0011213427636140075,0.14787938963834402,false,false,false,21,1349.0,topology=Explicit|N=5:fwhm_vs_layer_count,coverage_probe
EX_N5_L77_H42_C160,579de5a7eb6edc2635a8b840075235a898e6ed10dbe8f9d97f9a24d13beb6307,Explicit,5,42,77,160,,160.0,443.0,0.0,0.004544063237319728,0.002489503299341255,0.0013768480079337448,0.0013768480079337448,0.19442869649413974,false,false,false,21,1350.0,topology=Explicit|N=5:fwhm_vs_layer_count,coverage_probe
EX_N5_L78_H42_C154,dee498426354d7280ba31175f8f1cf04070e2d9a5bd20cba823225edcb730043,Explicit,5,42,78,154,,154.0,437.5,0.0,0.0009806249899444236,0.0007470599117096913,0.000549497262151726,0.000549497262151726,0.08367766821637328,false,false,false,21,1354.0,topology=Explicit|N=5:fwhm_vs_layer_count,coverage_probe
EX_N5_L78_H42_C155,1a49e933471cf772174643a66b8ebaf28b7d94a3dda7e3e1c3a8766fcc9d2d3b,Explicit,5,42,78,155,,155.0,438.5,0.0,0.0012193139946189314,0.0008947486881244242,0.0006338194217079373,0.0006338194217079373,0.09995551944819743,false,false,false,21,1355.0,topology=Explicit|N=5:fwhm_vs_layer_count,coverage_probe
EX_N5_L78_H42_C159,c55cdec5512b34c1ffafc74d509a652bb2d701bc6fc76570ab83db8308b55a83,Explicit,5,42,78,159,,159.0,443.0,0.0,0.004236613534353378,0.0023352373387222785,0.001291732983573656,0.001291732983573656,0.24962006349408308,false,false,false,21,1359.0,topology=Explicit|N=5:fwhm_vs_layer_count,coverage_probe
EX_N5_L78_H42_C160,43bd4e2c926ff20a57007f3220722690925c8c4a0aa251eef3b6e92497b5baa2,Explicit,5,42,78,160,,160.0,444.0,0.0,0.006906894302409412,0.0032697663542749834,0.001623262593663449,0.001623262593663449,0.3408248981628981,false,false,false,21,1360.0,topology=Explicit|N=5:fwhm_vs_layer_count,coverage_probe
EX_N5_L79_H42_C154,a6a6d40a6f33d8d9a52f327e49ea6c70712d6e49d89f35bd610543d66d5a39ee,Explicit,5,42,79,154,,154.0,438.5,0.0,0.0011627586048349593,0.0008519845186642831,0.00060084836893498,0.00060084836893498,0.1285649692343099,false,false,false,21,1364.0,topology=Explicit|N=5:fwhm_vs_layer_count,coverage_probe
EX_N5_L79_H42_C155,51f47c53741551350626f5e71f5cef2d0b464aa324728613b982793af8600a26,Explicit,5,42,79,155,,155.0,439.5,0.0,0.0014824780090538412,0.0010382323523173051,0.0007008077167330774,0.0007008077167330774,0.1555989809274889,false,false,false,21,1365.0,topology=Explicit|N=5:fwhm_vs_layer_count,coverage_probe
EX_N5_L79_H42_C156,f560ca097d8e0281dc0eae9dc8b007de26d4af07e4f8609e3f0e6a45fa3b7f2d,Explicit,5,42,79,156,,156.0,440.5,0.0,0.0019564271918393245,0.0012940660478782296,0.0008286503461147768,0.0008286503461147768,0.19200952638993943,false,false,false,21,1366.0,topology=Explicit|N=5:fwhm_vs_layer_count,coverage_probe
EX_N5_L79_H42_C159,55ea949c577617bfdf0eef55e3a425b2da0dc686697f1518bdb71bbbb372ee80,Explicit,5,42,79,159,,159.0,444.0,0.0,0.006420847186123013,0.0030751563620554445,0.0015310907157224012,0.0015310907157224012,0.4299347014584799,false,false,false,21,1369.0,topology=Explicit|N=5:fwhm_vs_layer_count,coverage_probe
EX_N5_L79_H42_C160,18643b897ff2b106b087c7f91289fc38550b73a7e5c8c0defe70c42352a9c678,Explicit,5,42,79,160,,160.0,445.0,0.0,0.012069078542086522,0.0045869038102766945,0.00197967486016626,0.00197967486016626,0.6182244751777077,false,false,false,21,1370.0,topology=Explicit|N=5:fwhm_vs_layer_count,coverage_probe
EX_N5_L80_H42_C154,bd5ad4b621a4ccf0029954f08483053d946f21849994e2f514d8e3cf7a5ab0d3,Explicit,5,42,80,154,,154.0,439.5,0.0,0.0014213783843475972,0.0009948056234866307,0.000668949912026304,0.000668949912026304,0.1972100212251033,false,false,false,21,1374.0,topology=Explicit|N=5:fwhm_vs_layer_count,coverage_probe
EX_N5_L80_H42_C155,59c19f18ab1bc2e0bfd45902108a7a1ff93e93867508cc3db49ac0d3123fb9a8,Explicit,5,42,80,155,,155.0,440.5,0.0,0.0018695867467845941,0.0012375658523926286,0.0007902490501946334,0.0007902490501946334,0.24254692356887805,false,false,false,21,1375.0,topology=Explicit|N=5:fwhm_vs_layer_count,coverage_probe
EX_N5_L80_H42_C156,06b338657718d15b7c6253125e13d5325f6ebbdd95831d9af8a1c5a16eb4b9d5,Explicit,5,42,80,156,,156.0,441.5,0.0,0.0025708750012824245,0.001582719975597473,0.0009485970443869709,0.0009485970443869709,0.3054779938167228,false,false,false,21,1376.0,topology=Explicit|N=5:fwhm_vs_layer_count,coverage_probe
