canonical_schema_version,schema_version,constituent_id,role,constituent_geometry_hash,physics_configuration_hash,wavelength_nm,candidate_checkpoint_path,candidate_checkpoint_sha256,role_classification,common_amplitude,common_phase_deg,differential_amplitude,differential_phase_deg,retardance_deg,distance_to_HWP_deg,eigen_amplitude_mismatch,eigen_amplitude_mismatch_normalized,optical_principal_axis_deg,local_frame_residual,identity_mismatch,transmission_mean,quality_status,split_group,split_assignment,evidence_tier,source_stage,source_package_path,v1_7_source_row_provenance,v1_9_source_row_provenance,v1_9_source_row_index,v1_11_source_row_provenance,v1_13_source_row_provenance,source_schema_version,v1_15_source_row_provenance,v1_15_source_row_index
LP_ML_SCHEMA_V1.5,LP_ML_SCHEMA_V1.15,J1_SQUARE110,J1,c51495071bd2528800fb91bbe2b2ae1f27a70fdf1f564c2ca49d3f996b1f92c1,f4eb7b9d64079ad9e5f90b0fdaaeb592d62b19e245d257361c4b305fb57fe134,450.0,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_legacy_h500_constituent_reconstruction_v1\constituents\J1_SQUARE110\WL450.json,96a1de25dc0c02e185ffcabe7487d4084fd73b75993fff22f3d46f112fa94997,STRICT_IDENTITY_LIKE,0.8357404360041267,101.45465796213718,6.3699195526320806e-09,266.7965977594341,-2.121461477599951e-07,179.99999978785385,1.263901772130538e-08,1.5123137616943266e-08,2.32522457953744,3.563949302162735e-09,8.413970712311469e-09,0.6984620763723679,PASS,c51495071bd2528800fb91bbe2b2ae1f27a70fdf1f564c2ca49d3f996b1f92c1,UNASSIGNED,FORMAL_CONSTITUENT_WEIGHTED_G0,LEGACY_H500_CONSTITUENT_RECONSTRUCTION_V1,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\legacy_h500_constituent_reconstruction_v1\constituent_role_labels_v1_2.csv,canonical_v1_5/constituent_role_labels_v1_5.csv,canonical_v1_7/constituent_role_labels_v1_7.csv,1,canonical_v1_9/constituent_role_labels_v1_9.csv,canonical_v1_11/constituent_role_labels_v1_11.csv:1,LP_ML_SCHEMA_V1.13,constituent_role_labels_v1_13.csv,1
LP_ML_SCHEMA_V1.5,LP_ML_SCHEMA_V1.15,J1_RECT170X130,J1,2ee68621330628471a3941e6c990c90e5b9c47914844cd568d3ccd5115882a1c,f4eb7b9d64079ad9e5f90b0fdaaeb592d62b19e245d257361c4b305fb57fe134,450.0,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_legacy_h500_constituent_reconstruction_v1\constituents\J1_RECT170X130\WL450.json,91056d9e444f7a778565cc33cec50f56ef40e13d465cfe3713710b2c223e0822,ANISOTROPIC_J1,0.5890755288499433,215.5753003371924,0.2429784767885398,282.3023375983786,-42.4020309501783,137.5979690498217,0.1792835752988602,0.2488237395586479,5.0905533150104e-07,1.2211690841301136e-08,0.381310566206565,0.4060485188723194,PASS,2ee68621330628471a3941e6c990c90e5b9c47914844cd568d3ccd5115882a1c,UNASSIGNED,FORMAL_CONSTITUENT_WEIGHTED_G0,LEGACY_H500_CONSTITUENT_RECONSTRUCTION_V1,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\legacy_h500_constituent_reconstruction_v1\constituent_role_labels_v1_2.csv,canonical_v1_5/constituent_role_labels_v1_5.csv,canonical_v1_7/constituent_role_labels_v1_7.csv,2,canonical_v1_9/constituent_role_labels_v1_9.csv,canonical_v1_11/constituent_role_labels_v1_11.csv:2,LP_ML_SCHEMA_V1.13,constituent_role_labels_v1_13.csv,2
LP_ML_SCHEMA_V1.5,LP_ML_SCHEMA_V1.15,J1_SQUARE90,J1,5c90dd510e0b600fe4d463ebd801d8a7861b913e9f29d7e74474391669c5827f,f4eb7b9d64079ad9e5f90b0fdaaeb592d62b19e245d257361c4b305fb57fe134,450.0,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_legacy_h500_constituent_reconstruction_v1\constituents\J1_SQUARE90\WL450.json,b3cab4dd60958a6afe4e1c8b298b50f4d4f6e2c98f4d302b666cf485b34bd05e,STRICT_IDENTITY_LIKE,0.8623008644759167,296.77961975165283,1.387714822994508e-08,181.5874463362999,1.6687355639533052e-06,179.99999833126444,1.1813774403179876e-08,1.3700292796799972e-08,0.0,3.3989461776247915e-09,1.6448183040849803e-08,0.7435627808759133,PASS,5c90dd510e0b600fe4d463ebd801d8a7861b913e9f29d7e74474391669c5827f,UNASSIGNED,FORMAL_CONSTITUENT_WEIGHTED_G0,LEGACY_H500_CONSTITUENT_RECONSTRUCTION_V1,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\legacy_h500_constituent_reconstruction_v1\constituent_role_labels_v1_2.csv,canonical_v1_5/constituent_role_labels_v1_5.csv,canonical_v1_7/constituent_role_labels_v1_7.csv,3,canonical_v1_9/constituent_role_labels_v1_9.csv,canonical_v1_11/constituent_role_labels_v1_11.csv:3,LP_ML_SCHEMA_V1.13,constituent_role_labels_v1_13.csv,3
LP_ML_SCHEMA_V1.5,LP_ML_SCHEMA_V1.15,J1_SQUARE90,J1,5c90dd510e0b600fe4d463ebd801d8a7861b913e9f29d7e74474391669c5827f,701007a827dd3611a8f51595cd4181b6bd9e8e6320682d780c090acac2a606f0,448.0,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_legacy_h500_constituent_reconstruction_v1\constituents\J1_SQUARE90\WL448.json,462531c020782e610d118d39d334437592d2b72a81c7b8320e2e119df2921ae7,STRICT_IDENTITY_LIKE,0.9960146520925316,330.7318735117601,7.139088767148961e-09,56.88400139652303,-8.195011389489082e-07,179.99999918049886,9.581736515329451e-10,9.620075859918615e-10,0.0,4.650887344533046e-09,8.544356158639313e-09,0.9920451871830068,PASS,5c90dd510e0b600fe4d463ebd801d8a7861b913e9f29d7e74474391669c5827f,UNASSIGNED,FORMAL_CONSTITUENT_WEIGHTED_G0,LEGACY_H500_CONSTITUENT_RECONSTRUCTION_V1,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\legacy_h500_constituent_reconstruction_v1\constituent_role_labels_v1_2.csv,canonical_v1_5/constituent_role_labels_v1_5.csv,canonical_v1_7/constituent_role_labels_v1_7.csv,4,canonical_v1_9/constituent_role_labels_v1_9.csv,canonical_v1_11/constituent_role_labels_v1_11.csv:4,LP_ML_SCHEMA_V1.13,constituent_role_labels_v1_13.csv,4
LP_ML_SCHEMA_V1.5,LP_ML_SCHEMA_V1.15,J1_SQUARE90,J1,5c90dd510e0b600fe4d463ebd801d8a7861b913e9f29d7e74474391669c5827f,7eb6eb4a21765a3c2fc3c24d55f6a9c8e6b55aecd7868b9920c6bcb467ee203b,452.0,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_legacy_h500_constituent_reconstruction_v1\constituents\J1_SQUARE90\WL452.json,412f9e38cd85eccec3b3eae18cd1e0aec92821d9eab98812b3f8276b642bd986,STRICT_IDENTITY_LIKE,0.9847422984470022,334.972909151195,3.3451503649797594e-09,179.67730487898362,1.6268828062493412e-07,179.99999983731172,6.077977898755193e-09,6.172150713525187e-09,0.0,4.101292678521046e-09,5.32541810675313e-09,0.9697173943506848,PASS,5c90dd510e0b600fe4d463ebd801d8a7861b913e9f29d7e74474391669c5827f,UNASSIGNED,FORMAL_CONSTITUENT_WEIGHTED_G0,LEGACY_H500_CONSTITUENT_RECONSTRUCTION_V1,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\legacy_h500_constituent_reconstruction_v1\constituent_role_labels_v1_2.csv,canonical_v1_5/constituent_role_labels_v1_5.csv,canonical_v1_7/constituent_role_labels_v1_7.csv,5,canonical_v1_9/constituent_role_labels_v1_9.csv,canonical_v1_11/constituent_role_labels_v1_11.csv:5,LP_ML_SCHEMA_V1.13,constituent_role_labels_v1_13.csv,5
LP_ML_SCHEMA_V1.5,LP_ML_SCHEMA_V1.15,J1_SQUARE90,J1,5c90dd510e0b600fe4d463ebd801d8a7861b913e9f29d7e74474391669c5827f,ff38652d51c3dbe7755ea686feddd3e471fac813081339bc7b4f28370c4901a9,453.0,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_legacy_h500_constituent_reconstruction_v1\constituents\J1_SQUARE90\WL453.json,f202a58ce5102411e60e7ed95bfb1d035ba65fc0ea89a3b51b49b1dc3fdc302c,STRICT_IDENTITY_LIKE,1.003146900070315,326.8771011187208,5.5792737248052484e-09,276.4179403762629,4.914919884413393e-07,179.999999508508,7.103844623657096e-09,7.081559637981243e-09,0.0,3.326492008340944e-09,6.480651975852682e-09,1.0063037031206823,PASS,5c90dd510e0b600fe4d463ebd801d8a7861b913e9f29d7e74474391669c5827f,UNASSIGNED,FORMAL_CONSTITUENT_WEIGHTED_G0,LEGACY_H500_CONSTITUENT_RECONSTRUCTION_V1,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\legacy_h500_constituent_reconstruction_v1\constituent_role_labels_v1_2.csv,canonical_v1_5/constituent_role_labels_v1_5.csv,canonical_v1_7/constituent_role_labels_v1_7.csv,6,canonical_v1_9/constituent_role_labels_v1_9.csv,canonical_v1_11/constituent_role_labels_v1_11.csv:6,LP_ML_SCHEMA_V1.13,constituent_role_labels_v1_13.csv,6
LP_ML_SCHEMA_V1.5,LP_ML_SCHEMA_V1.15,J1_CIRCLE100,J1,be487513e37e94ed5f50991fadae8f1841db7d1bd3a8893c37683d26bdc3d46d,f4eb7b9d64079ad9e5f90b0fdaaeb592d62b19e245d257361c4b305fb57fe134,450.0,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_legacy_h500_constituent_reconstruction_v1\constituents\J1_CIRCLE100\WL450.json,dc228a0416aa657d488c0bf30caa1029877a0637ecb6e8f321b3891b13eb4c6c,STRICT_IDENTITY_LIKE,1.003533530464038,330.9490848276499,1.0035780222226843e-08,119.60811676601853,-5.442880706141295e-07,179.99999945571193,1.6068091746035407e-08,1.6011514443337252e-08,11.801774904484317,3.7093834975335204e-09,1.0666226753082773e-08,1.0070795467656164,PASS,be487513e37e94ed5f50991fadae8f1841db7d1bd3a8893c37683d26bdc3d46d,UNASSIGNED,FORMAL_CONSTITUENT_WEIGHTED_G0,LEGACY_H500_CONSTITUENT_RECONSTRUCTION_V1,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\legacy_h500_constituent_reconstruction_v1\constituent_role_labels_v1_2.csv,canonical_v1_5/constituent_role_labels_v1_5.csv,canonical_v1_7/constituent_role_labels_v1_7.csv,7,canonical_v1_9/constituent_role_labels_v1_9.csv,canonical_v1_11/constituent_role_labels_v1_11.csv:7,LP_ML_SCHEMA_V1.13,constituent_role_labels_v1_13.csv,7
LP_ML_SCHEMA_V1.5,LP_ML_SCHEMA_V1.15,J1_CIRCLE120,J1,bfb07723134be617104ba89e4f759aca53e260a52b5846f9b09bee51778e035a,f4eb7b9d64079ad9e5f90b0fdaaeb592d62b19e245d257361c4b305fb57fe134,450.0,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_legacy_h500_constituent_reconstruction_v1\constituents\J1_CIRCLE120\WL450.json,f8b9bfa938cc04b0297023213986655e4768f20a3505f59ebfdcead27ffd59af,STRICT_IDENTITY_LIKE,0.901960874016368,55.99676727503702,1.3650318039679436e-08,81.635151378156,-1.283049016365112e-06,179.99999871695098,1.6650072987012265e-08,1.845986152280825e-08,25.15534349554376,1.3622710342587152e-08,2.0362161189290482e-08,0.8135334182563704,PASS,bfb07723134be617104ba89e4f759aca53e260a52b5846f9b09bee51778e035a,UNASSIGNED,FORMAL_CONSTITUENT_WEIGHTED_G0,LEGACY_H500_CONSTITUENT_RECONSTRUCTION_V1,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\legacy_h500_constituent_reconstruction_v1\constituent_role_labels_v1_2.csv,canonical_v1_5/constituent_role_labels_v1_5.csv,canonical_v1_7/constituent_role_labels_v1_7.csv,8,canonical_v1_9/constituent_role_labels_v1_9.csv,canonical_v1_11/constituent_role_labels_v1_11.csv:8,LP_ML_SCHEMA_V1.13,constituent_role_labels_v1_13.csv,8
LP_ML_SCHEMA_V1.5,LP_ML_SCHEMA_V1.15,J2_RECT150X70,J2,e9ad83d8b7c2a9fcd40adeb1e0e1cdf70973cc6a1786097532b3153a6924f308,f4eb7b9d64079ad9e5f90b0fdaaeb592d62b19e245d257361c4b305fb57fe134,450.0,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_legacy_h500_constituent_reconstruction_v1\constituents\J2_RECT150X70\WL450.json,5593ab72b6cd02688a4226117265d47925e82e8bbae23adf471746d7a4c6554d,APPROXIMATE_HWP_LIKE,0.1863214049413333,287.631626231644,0.8543555590768298,154.87139660769364,161.41599130566198,18.584008694338024,0.2497488417433437,0.252182771431481,4.1868848324194264e-08,2.2950363397921847e-09,0.9770356313879452,0.7646390872647945,PASS,e9ad83d8b7c2a9fcd40adeb1e0e1cdf70973cc6a1786097532b3153a6924f308,UNASSIGNED,FORMAL_CONSTITUENT_WEIGHTED_G0,LEGACY_H500_CONSTITUENT_RECONSTRUCTION_V1,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\legacy_h500_constituent_reconstruction_v1\constituent_role_labels_v1_2.csv,canonical_v1_5/constituent_role_labels_v1_5.csv,canonical_v1_7/constituent_role_labels_v1_7.csv,9,canonical_v1_9/constituent_role_labels_v1_9.csv,canonical_v1_11/constituent_role_labels_v1_11.csv:9,LP_ML_SCHEMA_V1.13,constituent_role_labels_v1_13.csv,9
LP_ML_SCHEMA_V1.5,LP_ML_SCHEMA_V1.15,J2_RECT150X90,J2,70700175514b3da253e73508da078dece32313acba2c200662f3268d992e9941,f4eb7b9d64079ad9e5f90b0fdaaeb592d62b19e245d257361c4b305fb57fe134,450.0,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_legacy_h500_constituent_reconstruction_v1\constituents\J2_RECT150X90\WL450.json,5376fec10c01a69d964d4aed20988fcf89656530bb51f54f30560a9238dfe925,APPROXIMATE_HWP_LIKE,0.2798816147550094,314.1038072031036,0.9014248796125378,217.6043082795995,145.67436068807137,34.325639311928626,0.0605435929573109,0.062181356026604,6.14954602330695e-08,2.3963127008732413e-09,0.95502542015058,0.8909005318623497,PASS,70700175514b3da253e73508da078dece32313acba2c200662f3268d992e9941,UNASSIGNED,FORMAL_CONSTITUENT_WEIGHTED_G0,LEGACY_H500_CONSTITUENT_RECONSTRUCTION_V1,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\legacy_h500_constituent_reconstruction_v1\constituent_role_labels_v1_2.csv,canonical_v1_5/constituent_role_labels_v1_5.csv,canonical_v1_7/constituent_role_labels_v1_7.csv,10,canonical_v1_9/constituent_role_labels_v1_9.csv,canonical_v1_11/constituent_role_labels_v1_11.csv:10,LP_ML_SCHEMA_V1.13,constituent_role_labels_v1_13.csv,10
