model,geometry_id,wavelength_nm,true_delta_eta_plus1,pred_delta_eta_plus1,contrast_abs_error,true_delta_T,pred_delta_T
LF_only,K6X_D100_D105_D115_D165_D225_D230,454,0.019092332784071908,0.0,0.019092332784071908,0.008313425674182806,0.0
LF_only,K6X_D100_D105_D115_D165_D225_D230,455,0.051603690390830514,0.0,0.051603690390830514,-0.06827285281405182,0.0
LF_only,K6X_D100_D105_D110_D115_D190_D230,445,-0.036772253530208715,0.0,0.036772253530208715,0.01802290757879077,0.0
LF_only,K6X_D100_D105_D110_D115_D190_D230,446,0.03895691890468957,0.0,0.03895691890468957,-0.15654687185129335,0.0
LF_only,K6X_D100_D105_D110_D115_D190_D230,447,-0.0010451830637122975,0.0,0.0010451830637122975,-0.04630442169359117,0.0
LF_only,K6X_D100_D105_D110_D115_D190_D230,448,-0.011737232210958036,0.0,0.011737232210958036,-0.04973292674485319,0.0
LF_only,K6X_D100_D105_D110_D115_D190_D230,449,-0.015028845854137753,0.0,0.015028845854137753,-0.04966006500084574,0.0
LF_only,K6X_D100_D105_D110_D115_D190_D230,450,-0.019137805748665214,0.0,0.019137805748665214,-0.061043287113194955,0.0
LF_only,K6X_D100_D105_D110_D115_D190_D230,451,-0.021224270250189844,0.0,0.021224270250189844,-0.07515072743820606,0.0
LF_only,K6X_D100_D105_D110_D115_D190_D230,452,-0.01676169148173893,0.0,0.01676169148173893,-0.09590626778987199,0.0
LF_only,K6X_D100_D105_D110_D115_D190_D230,453,-0.004119974025575554,0.0,0.004119974025575554,-0.1034670106555785,0.0
LF_only,K6X_D100_D105_D110_D115_D190_D230,454,-0.005851691987293434,0.0,0.005851691987293434,-0.08230083198936744,0.0
LF_only,K6X_D100_D105_D110_D115_D190_D230,455,-0.013746897423208115,0.0,0.013746897423208115,-0.06805690700159706,0.0
LF_global_bias,K6X_D200_D205_D215_D220_D225_D230,445,-0.024239119369170004,0.0,0.024239119369170004,0.1477796911824899,0.0
LF_global_bias,K6X_D200_D205_D215_D220_D225_D230,446,-0.022382683367131,0.0,0.022382683367131,0.03502958851915883,0.0
LF_global_bias,K6X_D200_D205_D215_D220_D225_D230,447,-0.037899608821476,0.0,0.037899608821476,-0.015786607345776082,0.0
LF_global_bias,K6X_D200_D205_D215_D220_D225_D230,448,-0.039014915668150005,0.0,0.039014915668150005,-0.042251531712955925,0.0
LF_global_bias,K6X_D200_D205_D215_D220_D225_D230,449,-0.04515537053781,0.0,0.04515537053781,-0.05733917112437714,0.0
LF_global_bias,K6X_D200_D205_D215_D220_D225_D230,450,-0.0398161529288,0.0,0.0398161529288,-0.07446868672478013,0.0
LF_global_bias,K6X_D200_D205_D215_D220_D225_D230,451,-0.043141242350000004,0.0,0.043141242350000004,-0.028855550628409943,0.0
LF_global_bias,K6X_D200_D205_D215_D220_D225_D230,452,-0.07361210259212,0.0,0.07361210259212,-0.24122805784097,0.0
LF_global_bias,K6X_D200_D205_D215_D220_D225_D230,453,-0.014917221755000001,0.0,0.014917221755000001,0.4784733313676999,0.0
LF_global_bias,K6X_D200_D205_D215_D220_D225_D230,454,-0.000643715643799999,0.0,0.000643715643799999,0.3694244175542999,0.0
LF_global_bias,K6X_D200_D205_D215_D220_D225_D230,455,-0.011804698510099996,0.0,0.011804698510099996,0.19351797890990008,0.0
LF_global_bias,K6X_D100_D140_D145_D155_D225_D230,445,0.11482951317799997,0.0,0.11482951317799997,0.02801180812064985,0.0
LF_global_bias,K6X_D100_D140_D145_D155_D225_D230,446,0.10607995602800002,0.0,0.10607995602800002,0.034769428994260054,0.0
LF_global_bias,K6X_D100_D140_D145_D155_D225_D230,447,0.101393122592,0.0,0.101393122592,0.04244363422085995,0.0
LF_global_bias,K6X_D100_D140_D145_D155_D225_D230,448,0.114069083565,0.0,0.114069083565,0.05349002441504602,0.0
LF_global_bias,K6X_D100_D140_D145_D155_D225_D230,449,0.10454003501200004,0.0,0.10454003501200004,0.08815038650924412,0.0
LF_global_bias,K6X_D100_D140_D145_D155_D225_D230,450,0.10852712226699995,0.0,0.10852712226699995,0.09683233319774898,0.0
LF_global_bias,K6X_D100_D140_D145_D155_D225_D230,451,0.13611690844400004,0.0,0.13611690844400004,0.10835057833538442,0.0
LF_global_bias,K6X_D100_D140_D145_D155_D225_D230,452,0.17192465312599997,0.0,0.17192465312599997,0.11848832505188034,0.0
LF_global_bias,K6X_D100_D140_D145_D155_D225_D230,453,0.21517041048099997,0.0,0.21517041048099997,0.124509879764789,0.0
LF_global_bias,K6X_D100_D140_D145_D155_D225_D230,454,0.258673225184,0.0,0.258673225184,0.11900402028173307,0.0
LF_global_bias,K6X_D100_D140_D145_D155_D225_D230,455,0.28356771511400003,0.0,0.28356771511400003,0.09265327967651493,0.0
LF_global_bias,K6X_D100_D200_D205_D210_D215_D220,445,-0.01504830391078,0.0,0.01504830391078,-0.0823232833710601,0.0
LF_global_bias,K6X_D100_D200_D205_D210_D215_D220,446,-0.021394224809200002,0.0,0.021394224809200002,-0.14107825746674096,0.0
LF_global_bias,K6X_D100_D200_D205_D210_D215_D220,447,-0.029099577420599997,0.0,0.029099577420599997,-0.18435982934888395,0.0
LF_global_bias,K6X_D100_D200_D205_D210_D215_D220,448,-0.0345216927392,0.0,0.0345216927392,-0.24715625029195004,0.0
LF_global_bias,K6X_D100_D200_D205_D210_D215_D220,449,-0.014084312477400003,0.0,0.014084312477400003,-0.35756940204693,0.0
LF_global_bias,K6X_D100_D200_D205_D210_D215_D220,450,-0.004242197120399999,0.0,0.004242197120399999,-0.3969936648106901,0.0
LF_global_bias,K6X_D100_D200_D205_D210_D215_D220,451,-0.004348208372899998,0.0,0.004348208372899998,-0.4033571107379698,0.0
LF_global_bias,K6X_D100_D200_D205_D210_D215_D220,452,-0.019475301307000002,0.0,0.019475301307000002,-0.46859771519047005,0.0
LF_global_bias,K6X_D100_D200_D205_D210_D215_D220,453,-0.0192906722634,0.0,0.0192906722634,-0.37855964375803997,0.0
LF_global_bias,K6X_D100_D200_D205_D210_D215_D220,454,-0.029541872631500002,0.0,0.029541872631500002,-0.33049140436243996,0.0
LF_global_bias,K6X_D100_D200_D205_D210_D215_D220,455,-0.0377347903963,0.0,0.0377347903963,-0.287390814456035,0.0
LF_global_bias,K6X_D100_D110_D115_D220_D225_D230,445,-0.03173940106459,0.0,0.03173940106459,-0.019062892232389994,0.0
LF_global_bias,K6X_D100_D110_D115_D220_D225_D230,446,-0.02740973311727,0.0,0.02740973311727,-0.06806797924372898,0.0
LF_global_bias,K6X_D100_D110_D115_D220_D225_D230,447,-0.0081213248378,0.0,0.0081213248378,-0.08051088275143004,0.0
LF_global_bias,K6X_D100_D110_D115_D220_D225_D230,448,0.017573153434700003,0.0,0.017573153434700003,-0.078258097600867,0.0
LF_global_bias,K6X_D100_D110_D115_D220_D225_D230,449,0.024165330602899996,0.0,0.024165330602899996,-0.06833245594814619,0.0
LF_global_bias,K6X_D100_D110_D115_D220_D225_D230,450,0.0384881912305,0.0,0.0384881912305,-0.050307307866809925,0.0
LF_global_bias,K6X_D100_D110_D115_D220_D225_D230,451,0.04265260686740001,0.0,0.04265260686740001,-0.015826366231489808,0.0
LF_global_bias,K6X_D100_D110_D115_D220_D225_D230,452,0.0329606833769,0.0,0.0329606833769,0.008265381614362854,0.0
LF_global_bias,K6X_D100_D110_D115_D220_D225_D230,453,0.0224187826343,0.0,0.0224187826343,0.01692941681416804,0.0
LF_global_bias,K6X_D100_D110_D115_D220_D225_D230,454,0.0167949318539,0.0,0.0167949318539,0.014390947888489825,0.0
LF_global_bias,K6X_D100_D110_D115_D220_D225_D230,455,0.018829220182799998,0.0,0.018829220182799998,0.0008445768193900971,0.0
LF_global_bias,K6X_D100_D130_D135_D155_D160_D225,445,-0.011188844990000057,0.0,0.011188844990000057,0.014217414267670092,0.0
LF_global_bias,K6X_D100_D130_D135_D155_D160_D225,446,-0.03014639113000006,0.0,0.03014639113000006,-0.0035871034069999697,0.0
LF_global_bias,K6X_D100_D130_D135_D155_D160_D225,447,-0.07706040698399996,0.0,0.07706040698399996,-0.03663123450640016,0.0
LF_global_bias,K6X_D100_D130_D135_D155_D160_D225,448,-0.235939379053,0.0,0.235939379053,-0.1326217162248,0.0
LF_global_bias,K6X_D100_D130_D135_D155_D160_D225,449,-0.07207590797699992,0.0,0.07207590797699992,-0.04163956084658782,0.0
LF_global_bias,K6X_D100_D130_D135_D155_D160_D225,450,-0.036619354308999985,0.0,0.036619354308999985,-0.027232914101090078,0.0
LF_global_bias,K6X_D100_D130_D135_D155_D160_D225,451,-0.02598189155399999,0.0,0.02598189155399999,-0.031181686186440016,0.0
LF_global_bias,K6X_D100_D130_D135_D155_D160_D225,452,-0.018926647232000104,0.0,0.018926647232000104,-0.04172604899303012,0.0
LF_global_bias,K6X_D100_D130_D135_D155_D160_D225,453,-0.012677232390999937,0.0,0.012677232390999937,-0.05523575781298995,0.0
LF_global_bias,K6X_D100_D130_D135_D155_D160_D225,454,-0.008914920594999987,0.0,0.008914920594999987,-0.07135234939973989,0.0
LF_global_bias,K6X_D100_D130_D135_D155_D160_D225,455,-0.008714737723999999,0.0,0.008714737723999999,-0.08932551794079002,0.0
LF_global_bias,K6X_D100_D105_D115_D120_D125_D130,445,-0.0016850975300000126,0.0,0.0016850975300000126,-0.010867716562119933,0.0
LF_global_bias,K6X_D100_D105_D115_D120_D125_D130,446,-0.0018718825769999947,0.0,0.0018718825769999947,-0.011154830745229827,0.0
LF_global_bias,K6X_D100_D105_D115_D120_D125_D130,447,-0.0020360951610000066,0.0,0.0020360951610000066,-0.01224542147719021,0.0
LF_global_bias,K6X_D100_D105_D115_D120_D125_D130,448,-0.0019030725999999998,0.0,0.0019030725999999998,-0.012818763607870043,0.0
LF_global_bias,K6X_D100_D105_D115_D120_D125_D130,449,-0.0019115757889999752,0.0,0.0019115757889999752,-0.01271517280995993,0.0
LF_global_bias,K6X_D100_D105_D115_D120_D125_D130,450,-0.0020671192649999726,0.0,0.0020671192649999726,-0.013339123140110098,0.0
LF_global_bias,K6X_D100_D105_D115_D120_D125_D130,451,-0.002000505396999974,0.0,0.002000505396999974,-0.014109925547859947,0.0
LF_global_bias,K6X_D100_D105_D115_D120_D125_D130,452,-0.0019332358820000062,0.0,0.0019332358820000062,-0.01413837654431005,0.0
LF_global_bias,K6X_D100_D105_D115_D120_D125_D130,453,-0.0020856345289999856,0.0,0.0020856345289999856,-0.014494360630020076,0.0
LF_global_bias,K6X_D100_D105_D115_D120_D125_D130,454,-0.0021538708499999892,0.0,0.0021538708499999892,-0.015429991841069968,0.0
LF_global_bias,K6X_D100_D105_D115_D120_D125_D130,455,-0.0020974817509999966,0.0,0.0020974817509999966,-0.015799016441050084,0.0
LF_global_bias,K6X_D110_D125_D135_D150_D175_D190,445,-0.13520397594400002,0.0,0.13520397594400002,-0.10673573162934913,0.0
LF_global_bias,K6X_D110_D125_D135_D150_D175_D190,446,-0.14219426695000004,0.0,0.14219426695000004,-0.1162973011575611,0.0
LF_global_bias,K6X_D110_D125_D135_D150_D175_D190,447,-0.15953291227599997,0.0,0.15953291227599997,-0.13485123595214288,0.0
LF_global_bias,K6X_D110_D125_D135_D150_D175_D190,448,-0.233370776793,0.0,0.233370776793,-0.19810696724598897,0.0
LF_global_bias,K6X_D110_D125_D135_D150_D175_D190,449,-0.501273205047,0.0,0.501273205047,-0.3861496846394611,0.0
LF_global_bias,K6X_D110_D125_D135_D150_D175_D190,450,-0.19830966961700003,0.0,0.19830966961700003,-0.14562830828970497,0.0
LF_global_bias,K6X_D110_D125_D135_D150_D175_D190,451,-0.080724190295,0.0,0.080724190295,-0.07267756554180316,0.0
LF_global_bias,K6X_D110_D125_D135_D150_D175_D190,452,-0.03420824799400002,0.0,0.03420824799400002,-0.050948954923891954,0.0
LF_global_bias,K6X_D110_D125_D135_D150_D175_D190,453,-0.0032689600829999277,0.0,0.0032689600829999277,-0.041732557506954926,0.0
LF_global_bias,K6X_D110_D125_D135_D150_D175_D190,454,-0.011127285986999969,0.0,0.011127285986999969,-0.06171075962590311,0.0
LF_global_bias,K6X_D110_D125_D135_D150_D175_D190,455,-0.322838665805,0.0,0.322838665805,-0.24513415591852594,0.0
LF_global_bias,K6X_D120_D125_D180_D185_D190_D195,445,-0.21795129345000003,0.0,0.21795129345000003,-0.13187194451625084,0.0
LF_global_bias,K6X_D120_D125_D180_D185_D190_D195,446,-0.17682906055599998,0.0,0.17682906055599998,-0.1483828480651237,0.0
LF_global_bias,K6X_D120_D125_D180_D185_D190_D195,447,-0.166655742166,0.0,0.166655742166,-0.14777562347274487,0.0
LF_global_bias,K6X_D120_D125_D180_D185_D190_D195,448,-0.161499169356,0.0,0.161499169356,-0.14444502043837792,0.0
LF_global_bias,K6X_D120_D125_D180_D185_D190_D195,449,-0.15956487938500002,0.0,0.15956487938500002,-0.14067072882546006,0.0
LF_global_bias,K6X_D120_D125_D180_D185_D190_D195,450,-0.160013086907,0.0,0.160013086907,-0.13730082175522018,0.0
LF_global_bias,K6X_D120_D125_D180_D185_D190_D195,451,-0.16159783983800002,0.0,0.16159783983800002,-0.13369579659078012,0.0
LF_global_bias,K6X_D120_D125_D180_D185_D190_D195,452,-0.16393136584399998,0.0,0.16393136584399998,-0.13010325263126998,0.0
LF_global_bias,K6X_D120_D125_D180_D185_D190_D195,453,-0.166418497499,0.0,0.166418497499,-0.12617777595461988,0.0
LF_global_bias,K6X_D120_D125_D180_D185_D190_D195,454,-0.16915681662000004,0.0,0.16915681662000004,-0.12218232378167004,0.0
LF_global_bias,K6X_D120_D125_D180_D185_D190_D195,455,-0.17203411931899998,0.0,0.17203411931899998,-0.11845301291596988,0.0
LF_global_bias,K6X_D120_D145_D200_D215_D220_D230,445,-0.23806877227380002,0.0,0.23806877227380002,-0.31154060067090006,0.0
LF_global_bias,K6X_D120_D145_D200_D215_D220_D230,446,-0.22707805099779999,0.0,0.22707805099779999,-0.28962385120199996,0.0
LF_global_bias,K6X_D120_D145_D200_D215_D220_D230,447,-0.188651535421,0.0,0.188651535421,-0.24574004137143002,0.0
LF_global_bias,K6X_D120_D145_D200_D215_D220_D230,448,-0.15367536706200002,0.0,0.15367536706200002,-0.20016025540741011,0.0
LF_global_bias,K6X_D120_D145_D200_D215_D220_D230,449,-0.08368074158899999,0.0,0.08368074158899999,-0.07256202058350003,0.0
LF_global_bias,K6X_D120_D145_D200_D215_D220_D230,450,-0.04898153152899999,0.0,0.04898153152899999,-0.013467869999479909,0.0
LF_global_bias,K6X_D120_D145_D200_D215_D220_D230,451,-0.06568821796100001,0.0,0.06568821796100001,-0.10805829360473007,0.0
LF_global_bias,K6X_D120_D145_D200_D215_D220_D230,452,-0.033135087561000004,0.0,0.033135087561000004,-0.12922993765192803,0.0
LF_global_bias,K6X_D120_D145_D200_D215_D220_D230,453,0.01492643414299999,0.0,0.01492643414299999,-0.12634305904423604,0.0
LF_global_bias,K6X_D120_D145_D200_D215_D220_D230,454,0.058873959922999985,0.0,0.058873959922999985,-0.12205493051689997,0.0
LF_global_bias,K6X_D120_D145_D200_D215_D220_D230,455,0.096438466423,0.0,0.096438466423,-0.11947043596544982,0.0
LF_global_bias,K6X_D140_D160_D165_D170_D180_D190,445,-0.07834248321500001,0.0,0.07834248321500001,-0.004180132369096867,0.0
LF_global_bias,K6X_D140_D160_D165_D170_D180_D190,446,-0.017173414785999985,0.0,0.017173414785999985,-0.012653992148089932,0.0
LF_global_bias,K6X_D140_D160_D165_D170_D180_D190,447,0.06826394688099999,0.0,0.06826394688099999,-0.020739289011830087,0.0
LF_global_bias,K6X_D140_D160_D165_D170_D180_D190,448,0.1461783571992,0.0,0.1461783571992,-0.021133890161269875,0.0
LF_global_bias,K6X_D140_D160_D165_D170_D180_D190,449,0.2034531042211,0.0,0.2034531042211,-0.011645607321840057,0.0
LF_global_bias,K6X_D140_D160_D165_D170_D180_D190,450,0.24156997531279997,0.0,0.24156997531279997,-0.0010451838999399055,0.0
LF_global_bias,K6X_D140_D160_D165_D170_D180_D190,451,0.2628472554885,0.0,0.2628472554885,0.004822718528809999,0.0
LF_global_bias,K6X_D140_D160_D165_D170_D180_D190,452,0.27016700033350005,0.0,0.27016700033350005,0.004886971115910188,0.0
LF_global_bias,K6X_D140_D160_D165_D170_D180_D190,453,0.2669774855109,0.0,0.2669774855109,9.549481908988078e-05,0.0
LF_global_bias,K6X_D140_D160_D165_D170_D180_D190,454,0.25812902835400003,0.0,0.25812902835400003,-0.007369438239000048,0.0
LF_global_bias,K6X_D140_D160_D165_D170_D180_D190,455,0.249011541421,0.0,0.249011541421,-0.01348931221687999,0.0
LF_global_bias,K6X_D125_D135_D150_D175_D190_D210,445,-0.159434664244,0.0,0.159434664244,-0.12023898112865905,0.0
LF_global_bias,K6X_D125_D135_D150_D175_D190_D210,446,-0.14605581543200008,0.0,0.14605581543200008,-0.10944819633966607,0.0
LF_global_bias,K6X_D125_D135_D150_D175_D190_D210,447,-0.13089681298900002,0.0,0.13089681298900002,-0.09743968778365308,0.0
LF_global_bias,K6X_D125_D135_D150_D175_D190_D210,448,-0.11652621598199997,0.0,0.11652621598199997,-0.08671596007833904,0.0
LF_global_bias,K6X_D125_D135_D150_D175_D190_D210,449,-0.096590289236,0.0,0.096590289236,-0.07157481793854237,0.0
LF_global_bias,K6X_D125_D135_D150_D175_D190_D210,450,-0.070484034142,0.0,0.070484034142,-0.05108061416705245,0.0
LF_global_bias,K6X_D125_D135_D150_D175_D190_D210,451,-0.040522584064,0.0,0.040522584064,-0.025187107583599655,0.0
LF_global_bias,K6X_D125_D135_D150_D175_D190_D210,452,-0.005858227078999967,0.0,0.005858227078999967,0.0037309074021049105,0.0
LF_global_bias,K6X_D125_D135_D150_D175_D190_D210,453,-0.011659169303000039,0.0,0.011659169303000039,0.0008238250657650603,0.0
LF_global_bias,K6X_D125_D135_D150_D175_D190_D210,454,0.009323899330999974,0.0,0.009323899330999974,0.015871433912044264,0.0
LF_global_bias,K6X_D125_D135_D150_D175_D190_D210,455,0.02390797317100002,0.0,0.02390797317100002,0.019981109749156678,0.0
LF_global_bias,K6X_D100_D115_D130_D145_D155_D185,445,-0.23267006901600007,0.0,0.23267006901600007,-0.13600734619348798,0.0
LF_global_bias,K6X_D100_D115_D130_D145_D155_D185,446,-0.191259103935,0.0,0.191259103935,-0.10907502970400995,0.0
LF_global_bias,K6X_D100_D115_D130_D145_D155_D185,447,-0.159622498725,0.0,0.159622498725,-0.08692605189148572,0.0
LF_global_bias,K6X_D100_D115_D130_D145_D155_D185,448,-0.12804053628400003,0.0,0.12804053628400003,-0.07267440253294599,0.0
LF_global_bias,K6X_D100_D115_D130_D145_D155_D185,449,-0.29903107314199995,0.0,0.29903107314199995,-0.23189368407242694,0.0
LF_global_bias,K6X_D100_D115_D130_D145_D155_D185,450,-0.16352115437500003,0.0,0.16352115437500003,-0.09241786738647406,0.0
LF_global_bias,K6X_D100_D115_D130_D145_D155_D185,451,-0.11772493872599998,0.0,0.11772493872599998,-0.06016657832434691,0.0
LF_global_bias,K6X_D100_D115_D130_D145_D155_D185,452,-0.07673565707300001,0.0,0.07673565707300001,-0.03058545905386001,0.0
LF_global_bias,K6X_D100_D115_D130_D145_D155_D185,453,-0.03742880771500001,0.0,0.03742880771500001,-0.005585873345869907,0.0
LF_global_bias,K6X_D100_D115_D130_D145_D155_D185,454,0.0026666946560000016,0.0,0.0026666946560000016,0.02028108224094982,0.0
LF_global_bias,K6X_D100_D115_D130_D145_D155_D185,455,0.026821436490000017,0.0,0.026821436490000017,0.033324389314270064,0.0
LF_global_bias,K6X_D130_D145_D155_D180_D195_D230,445,0.07995845899800003,0.0,0.07995845899800003,0.03409675308732796,0.0
LF_global_bias,K6X_D130_D145_D155_D180_D195_D230,446,0.07892165262499995,0.0,0.07892165262499995,0.035006128041819906,0.0
LF_global_bias,K6X_D130_D145_D155_D180_D195_D230,447,0.091377064176,0.0,0.091377064176,0.044831842178735704,0.0
LF_global_bias,K6X_D130_D145_D155_D180_D195_D230,448,0.10914779682100006,0.0,0.10914779682100006,0.058717444235876104,0.0
LF_global_bias,K6X_D130_D145_D155_D180_D195_D230,449,0.12965030172199998,0.0,0.12965030172199998,0.0756045400775669,0.0
LF_global_bias,K6X_D130_D145_D155_D180_D195_D230,450,0.147113048121,0.0,0.147113048121,0.09139276849390399,0.0
LF_global_bias,K6X_D130_D145_D155_D180_D195_D230,451,0.15515635674499995,0.0,0.15515635674499995,0.10130049732829682,0.0
LF_global_bias,K6X_D130_D145_D155_D180_D195_D230,452,0.15082408628199995,0.0,0.15082408628199995,0.10282266140633989,0.0
LF_global_bias,K6X_D130_D145_D155_D180_D195_D230,453,0.13778019512500006,0.0,0.13778019512500006,0.09786320553458994,0.0
LF_global_bias,K6X_D130_D145_D155_D180_D195_D230,454,0.13028854810699997,0.0,0.13028854810699997,0.09566764700089003,0.0
LF_global_bias,K6X_D130_D145_D155_D180_D195_D230,455,0.139464812876,0.0,0.139464812876,0.10184630284208995,0.0
LF_global_bias,K6X_D110_D190_D210_D215_D220_D225,445,-0.022326647789844264,0.0,0.022326647789844264,0.05986572869195561,0.0
LF_global_bias,K6X_D110_D190_D210_D215_D220_D225,446,-0.02091519204804919,0.0,0.02091519204804919,-0.011969960076408714,0.0
LF_global_bias,K6X_D110_D190_D210_D215_D220_D225,447,-0.015931359765030993,0.0,0.015931359765030993,-0.08367583363735454,0.0
LF_global_bias,K6X_D110_D190_D210_D215_D220_D225,448,-0.0100829978138215,0.0,0.0100829978138215,-0.19311801276232543,0.0
LF_global_bias,K6X_D110_D190_D210_D215_D220_D225,449,-0.015541943383274007,0.0,0.015541943383274007,-0.2816940330984315,0.0
LF_global_bias,K6X_D110_D190_D210_D215_D220_D225,450,0.01583225231648099,0.0,0.01583225231648099,-0.26239366369851624,0.0
LF_global_bias,K6X_D110_D190_D210_D215_D220_D225,451,0.0072428662374637645,0.0,0.0072428662374637645,-0.23948292654921327,0.0
LF_global_bias,K6X_D110_D190_D210_D215_D220_D225,452,-0.015084286053095843,0.0,0.015084286053095843,-0.1404433883423607,0.0
LF_global_bias,K6X_D110_D190_D210_D215_D220_D225,453,-0.0026390605938245125,0.0,0.0026390605938245125,-0.1340761921956537,0.0
LF_global_bias,K6X_D110_D190_D210_D215_D220_D225,454,-0.005290785946465582,0.0,0.005290785946465582,-0.1486048502858407,0.0
LF_global_bias,K6X_D110_D190_D210_D215_D220_D225,455,-0.0016529227571321324,0.0,0.0016529227571321324,-0.20117913765641782,0.0
LF_global_bias,K6X_D150_D205_D215_D220_D225_D230,445,-0.03578345837882728,0.0,0.03578345837882728,0.19018853796083612,0.0
LF_global_bias,K6X_D150_D205_D215_D220_D225_D230,446,0.006725564945800247,0.0,0.006725564945800247,0.19633140477593714,0.0
LF_global_bias,K6X_D150_D205_D215_D220_D225_D230,447,-0.06398798620540756,0.0,0.06398798620540756,0.04109517213691816,0.0
LF_global_bias,K6X_D150_D205_D215_D220_D225_D230,448,-0.12511752092943818,0.0,0.12511752092943818,-0.04911293711436704,0.0
LF_global_bias,K6X_D150_D205_D215_D220_D225_D230,449,-0.10567231080805983,0.0,0.10567231080805983,0.022728744635029496,0.0
LF_global_bias,K6X_D150_D205_D215_D220_D225_D230,450,-0.1018166837226982,0.0,0.1018166837226982,0.11807434407724327,0.0
LF_global_bias,K6X_D150_D205_D215_D220_D225_D230,451,-0.07998202886759033,0.0,0.07998202886759033,0.3035944666379887,0.0
LF_global_bias,K6X_D150_D205_D215_D220_D225_D230,452,-0.1325844350919738,0.0,0.1325844350919738,0.3330098846980424,0.0
LF_global_bias,K6X_D150_D205_D215_D220_D225_D230,453,-0.13133684478485327,0.0,0.13133684478485327,0.2498276539156189,0.0
